,Sentiment,X,Y
0,0,-15.260136343,-5.99743532323
1,0,0.0158854129914,19.503746168
2,0,17.8227158072,15.2265165415
3,0,20.1717343859,7.71908951253
4,0,-14.8303051867,3.44134493421
5,0,-7.50571295636,13.0860732176
6,0,15.0588415953,-3.80432624144
7,0,-13.390166237,7.13504789093
8,0,5.21024808129,15.4799072754
9,0,16.32317376,-4.45515018913
10,0,11.8561356857,6.99851950372
11,0,18.8048363352,10.34117834
12,0,10.6377988039,12.6487496353
13,0,14.0352845907,15.1981304205
14,0,0.685648813664,18.3860757423
15,0,-13.6958248063,-9.14221924059
16,0,9.07893840559,5.87500574414
17,0,16.7769558829,-3.66197085161
18,0,14.7029024331,2.27599859858
19,0,13.927658805,9.39650763182
20,0,6.73993760187,9.621292999
21,0,13.3085213735,20.9291016089
22,0,6.08473045778,18.9588631743
23,0,18.2040402252,3.90334707838
24,0,-10.5531491988,5.96344221976
25,0,-13.5018125444,3.02040916306
26,0,19.6517828655,4.55898792848
27,0,0.550628023713,15.9116173149
28,0,-0.41431204003,11.3714028941
29,0,16.4773020777,5.52568591056
30,0,8.44728124199,2.15560937653
31,0,14.9759926804,12.8152547924
32,0,-14.6230810565,3.80624403285
33,0,5.2515231485,17.4714053548
34,0,11.4233303189,15.892265691
35,0,15.6628774519,-3.87918833611
36,0,5.01291248666,24.3349339736
37,0,16.2266710899,4.90458239879
38,0,-11.5178164938,6.30401239706
39,0,10.3186824071,8.27187780356
40,0,15.4283998757,11.9640539912
41,0,15.4859437692,4.73247924975
42,0,13.7335505175,11.7578842558
43,0,8.24829893296,16.5704633603
44,0,-17.2012445265,5.80626003344
45,0,7.77608639894,1.76171904165
46,0,18.8937054678,6.96131381743
47,0,18.5380930321,8.54713260147
48,0,17.5382363785,5.44880135203
49,0,-15.0705404533,12.9302025746
50,0,16.3318835767,13.6140673989
51,0,13.6568544528,12.7708623908
52,0,-15.6331186852,5.41478055773
53,0,19.6490820753,4.66361576444
54,0,-10.1264519902,9.32362084107
55,0,-17.0753835526,-6.54896747319
56,0,-7.5079326504,15.2620931337
57,0,15.4396612284,5.81565958308
58,0,-14.8248416354,5.0332533677
59,0,9.31776257185,17.9634851059
60,0,8.23561888897,0.59754178922
61,0,8.80956530051,11.2645509223
62,0,-13.8555605942,4.72615196239
63,0,15.0477025146,13.2863550869
64,0,-7.18218427985,15.8802998068
65,0,4.20645826009,18.9656513267
66,0,-0.534708094396,16.7111607847
67,0,14.2229483191,-4.67350534508
68,0,9.28980101557,7.80318720455
69,0,-5.82724475586,13.2338883123
70,0,2.5346450824,13.8320337173
71,0,12.2784000223,10.2589125844
72,0,16.9409603939,9.42860042208
73,0,16.4873868281,2.56765364275
74,0,-12.5820457492,-3.23764305113
75,0,4.80830339176,17.4109201069
76,0,-17.2279706368,5.77091523704
77,0,10.1654408375,16.8632275922
78,0,-3.96864264859,20.7807793214
79,0,0.814515674787,10.4121785561
80,0,16.6827076188,10.6967632316
81,0,13.5359088518,9.0122344762
82,0,13.6591559751,12.5323678203
83,0,19.0835179017,3.13903565098
84,0,14.7569883528,-5.18461373647
85,0,17.1233586322,12.2603788997
86,0,-13.7366673547,3.98974363312
87,0,12.9929701951,10.5221131082
88,0,-17.2681438202,-7.02453848275
89,0,1.51954298022,12.1259125822
90,0,12.5643839078,16.517697113
91,0,-2.25701109759,11.6636244593
92,0,8.27598725042,10.6597796296
93,0,7.75914591387,12.0629657798
94,0,11.4338710724,10.9468973691
95,0,11.7054499786,7.77279334016
96,0,15.6471721068,10.9065675865
97,0,-15.8153548454,-4.94094303328
98,0,15.4207979258,9.91922497349
99,0,13.5002616592,14.1673889131
100,0,-14.9406350147,4.53712615163
101,0,7.4029555807,13.2629931689
102,0,3.4952272775,13.763029841
103,0,3.05070693241,9.78539495279
104,0,15.271873648,-6.47616491967
105,0,18.4914447215,3.86505623169
106,0,12.248663577,14.6391463463
107,0,9.42878121499,5.52990680488
108,0,12.0837666404,12.3007763231
109,0,2.32493139144,12.9955118705
110,0,11.8512453485,10.2062466839
111,0,5.07306355117,15.0087665846
112,0,14.613274398,8.28187120022
113,0,15.2782377857,14.9655914846
114,0,4.68852910674,15.5172404518
115,0,15.8830329044,7.89659451149
116,0,4.5184124797,13.8258295318
117,0,17.6752055806,8.33264855062
118,0,7.89207014467,9.49917024489
119,0,15.5904647834,-5.47824269125
120,0,19.9450720519,6.58952147802
121,0,-2.56035409024,13.2148314304
122,0,-0.175786071739,19.7056342204
123,0,16.2720932922,4.29147833665
124,0,15.5783367296,-3.64930052049
125,0,6.69012111804,9.46211186425
126,0,18.5812388189,7.31141458604
127,0,11.3866472067,13.2899518866
128,0,3.10065256843,21.6808799714
129,0,14.6397387559,3.84580791057
130,0,14.6344743072,16.9197268168
131,0,0.866916203328,10.8916985567
132,0,-15.8743011494,-5.17490887015
133,0,0.0936612921268,19.0096033882
134,0,4.46946185521,12.1523943266
135,0,12.1806728385,7.661377583
136,0,13.7257428903,20.559954568
137,0,19.3526215936,8.90448874629
138,0,9.55924827477,16.397699441
139,0,2.92977582225,14.2136049837
140,0,-3.97707343543,17.3145780897
141,0,-2.97026601503,14.509049543
142,0,4.99364733139,15.3871905702
143,0,5.64901682798,13.3465855398
144,0,-8.15438838431,8.4844104163
145,0,15.8698087787,-3.33478765563
146,0,8.63418732707,14.5396310563
147,0,7.48037403671,13.567786781
148,0,16.0451499442,10.1203622282
149,0,18.3460023359,7.78744721415
150,0,3.88131246224,19.9963707302
151,0,4.82377953479,11.1645049779
152,0,17.653187005,9.98539537761
153,0,4.6273572045,11.095502453
154,0,2.62778893084,13.1953054131
155,0,-1.29273822471,16.7506880209
156,0,15.2821511256,9.2553948156
157,0,8.70123258983,5.55407450822
158,0,6.00494482184,16.3344777419
159,0,-2.65707236598,15.9856173381
160,0,-15.6602049994,1.28943546304
161,0,-4.13259559867,19.075401237
162,0,-15.6375478245,8.23260010961
163,0,11.2108507258,19.4870370817
164,0,-0.754273876693,15.8977939457
